"AÑO","SEMESTRE","SEXO BIOLOGICO","PROGRAMA","PAIS NACIMIENTO","DEPARTAMENTO NACIMIENTO","MUNICIPIO NACIMIENTO","NUMERO MATERIAS INSCRITAS","NUMERO MATERIAS APROBADAS","NIVEL_ACADEMICO","ESTRATO"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Rionegro","8","8","Pregrado","3"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Andes","8","8","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS Y HOTELERAS","Colombia","Bolívar","Cartagena de Indias","8","8","Pregrado","1"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS Y HOTELERAS","Colombia","Magdalena","Nueva Granada","8","8","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS Y HOTELERAS","Colombia","Magdalena","Zapayán","8","8","Pregrado","1"
"2024","2","F","CIENCIAS AMBIENTALES","Colombia","Córdoba","Montería","8","8","Pregrado","1"
"2024","2","F","CIENCIAS AMBIENTALES","Colombia","Magdalena","El Banco","8","8","Pregrado","1"
"2024","2","F","CIENCIAS AMBIENTALES","Colombia","Magdalena","Plato","7","4","Pregrado","1"
"2024","2","F","CIENCIAS AMBIENTALES","Colombia","Bolívar","Santa Cruz de Mompox","8","8","Pregrado","1"
"2024","2","F","CIENCIAS AMBIENTALES","Colombia","Bogotá, D.C.","Bogotá, D.C.","7","7","Pregrado","1"
"2024","2","F","CIENCIAS AMBIENTALES","Colombia","Magdalena","Santa Marta","8","8","Pregrado","1"
"2024","2","F","CIENCIAS AMBIENTALES","Colombia","Magdalena","San Sebastián de Buenavista","7","7","Pregrado","1"
"2024","2","F","CIENCIAS AMBIENTALES","Colombia","Magdalena","Santa Marta","7","7","Pregrado","1"
"2024","2","M","CIENCIAS AMBIENTALES","Colombia","Magdalena","Plato","8","8","Pregrado","1"
"2024","2","M","TECNOLOGÍA EN DESARROLLO COMUNITARIO","Colombia","Antioquia","Mutatá","4","4","Pregrado","1"
"2024","2","F","TECNOLOGÍA EN DESARROLLO COMUNITARIO","Colombia","Córdoba","Montería","3","3","Pregrado","1"
"2024","2","M","CIENCIAS AMBIENTALES","Colombia","Cesar","Chimichagua","8","8","Pregrado","1"
"2024","2","F","TECNOLOGÍA EN DESARROLLO COMUNITARIO","Colombia","Magdalena","Fundación","5","5","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Venecia","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Pivijay","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Granada","6","6","Pregrado","2"
"2024","2","M","TRABAJO SOCIAL","Colombia","Magdalena","Plato","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Córdoba","Chinú","6","6","Pregrado","1"
"2024","2","F","TECNOLOGÍA EN DESARROLLO COMUNITARIO","Colombia","Antioquia","Medellín","4","4","Pregrado","2"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Arboletes","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Arauca","Saravena","6","6","Pregrado","2"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Urrao","6","5","Pregrado","2"
"2024","2","M","TRABAJO SOCIAL","Colombia","Antioquia","Arboletes","6","6","Pregrado","1"
"2024","2","M","TRABAJO SOCIAL","Colombia","Antioquia","Santa Rosa de Osos","6","0","Pregrado","2"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Segovia","5","5","Pregrado","3"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Támesis","5","5","Pregrado","1"
"2024","2","M","TRABAJO SOCIAL","Colombia","Antioquia","Concordia","5","5","Pregrado","2"
"2024","2","M","TECNOLOGÍA EN DESARROLLO DE SOFTWARE","Colombia","Antioquia","Caucasia","7","4","Pregrado","1"
"2024","2","M","TECNOLOGÍA EN DESARROLLO DE SOFTWARE","Colombia","Antioquia","Medellín","7","7","Pregrado","3"
"2024","2","M","TECNOLOGÍA EN DESARROLLO DE SOFTWARE","Colombia","Magdalena","Sitionuevo","8","8","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Bogotá, D.C.","Bogotá, D.C.","6","6","Pregrado","3"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Medellín","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Nechí","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Frontino","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Santander","Barrancabermeja","6","6","Pregrado","3"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Medellín","5","5","Pregrado","3"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Envigado","5","5","Pregrado","2"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Chivolo","6","6","Pregrado","1"
"2024","2","M","TECNOLOGÍA EN DESARROLLO DE SOFTWARE","Colombia","Amazonas","Leticia","5","0","Pregrado","2"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Cisneros","8","8","Pregrado","3"
"2024","2","M","TECNOLOGÍA EN DESARROLLO DE SOFTWARE","Colombia","Antioquia","Amagá","3","3","Pregrado","2"
"2024","2","M","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Yarumal","8","8","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","El Piñón","6","4","Pregrado","1"
"2024","2","M","INGENIERÍA MECATRÓNICA","Colombia","Antioquia","San Roque","7","6","Pregrado","1"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS Y HOTELERAS","Colombia","Magdalena","Sitionuevo","7","7","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Medellín","4","4","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Copacabana","8","8","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Apartadó","8","8","Pregrado","2"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Cañasgordas","8","3","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Itagüí","8","8","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","La Ceja","8","8","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Magdalena","Plato","8","8","Pregrado","1"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS","Colombia","Valle del Cauca","Santiago de Cali","8","8","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS Y HOTELERAS","Colombia","Cesar","Agustín Codazzi","8","8","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS Y HOTELERAS","Colombia","Magdalena","Santa Marta","8","8","Pregrado","1"
"2024","2","F","TECNOLOGÍA EN GESTIÓN COMERCIAL AGROEMPRESARIAL","Colombia","Antioquia","Santa Bárbara","5","5","Pregrado","2"
"2024","2","M","TRABAJO SOCIAL","Colombia","Antioquia","Amagá","6","6","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Frontino","8","8","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS Y HOTELERAS","Colombia","Antioquia","Medellín","8","4","Pregrado","3"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS Y HOTELERAS","Colombia","Antioquia","San Pedro de Los Milagros","8","8","Pregrado","4"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Apartadó","8","0","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Rionegro","5","5","Pregrado","3"
"2024","2","F","CIENCIAS AMBIENTALES","Colombia","Antioquia","Medellín","8","8","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS Y HOTELERAS","Colombia","Antioquia","Medellín","8","0","Pregrado","2"
"2024","2","M","Ingeniería de Software y Datos","Colombia","Antioquia","Chigorodó","5","5","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Buriticá","7","6","Pregrado","1"
"2024","2","M","TECNOLOGÍA EN DESARROLLO DE SOFTWARE","Colombia","Antioquia","Andes","8","8","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Yalí","5","5","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Magdalena","Santa Marta","8","8","Pregrado","1"
"2024","2","M","Ingeniería de Software y Datos","Colombia","Córdoba","Montelíbano","6","0","Pregrado","1"
"2024","2","F","Ingeniería de Software y Datos","Venezuela (República Bolivariana de)",,,"6","6","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Meta","Villavicencio","8","8","Pregrado","1"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS","Colombia","Nariño","Ricaurte","8","0","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Chocó","Quibdó","7","0","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Apartadó","5","0","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Buriticá","7","2","Pregrado","2"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Bello","8","0","Pregrado","2"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Ariguaní","6","6","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Atlántico","Barranquilla","8","7","Pregrado","1"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Antioquia","Rionegro","6","6","Pregrado","2"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS Y HOTELERAS","Colombia","Valle del Cauca","Guadalajara de Buga","7","4","Pregrado","2"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Antioquia","Guadalupe","7","7","Pregrado","1"
"2024","2","M","Ingeniería de Software y Datos","Colombia","Antioquia","Medellín","5","4","Pregrado","2"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Caucasia","8","8","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Fundación","5","0","Pregrado","1"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Antioquia","El Carmen de Viboral","7","6","Pregrado","3"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Antioquia","Remedios","8","8","Pregrado","3"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Sucre","San Luis de Sincé","8","8","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Yalí","8","8","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Sucre","San Luis de Sincé","7","7","Pregrado","1"
"2024","2","F","TECNOLOGÍA EN GESTIÓN COMERCIAL AGROEMPRESARIAL","Colombia","Antioquia","Medellín","5","0","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Yolombó","8","0","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Dabeiba","8","8","Pregrado","1"
"2024","2","F","Licenciatura en Educación Básica Primaria","Colombia","Antioquia","Yolombó","6","0","Pregrado","2"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Zaragoza","5","5","Pregrado","2"
"2024","2","F","TECNOLOGÍA EN DESARROLLO DE SOFTWARE","Colombia","Magdalena","Ariguaní","8","8","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Guatapé","8","8","Pregrado","3"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Medellín","7","7","Pregrado","3"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Itagüí","6","6","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Zaragoza","8","8","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Magdalena","Aracataca","7","7","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS Y HOTELERAS","Colombia","Magdalena","Pivijay","8","8","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS Y HOTELERAS","Colombia","Cesar","Valledupar","8","8","Pregrado","3"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Medellín","8","8","Pregrado","2"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Antioquia","Yarumal","8","7","Pregrado","1"
"2024","2","F","CIENCIAS AMBIENTALES","Colombia","Antioquia","San Juan de Urabá","8","8","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Santander","Socorro","5","5","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Puerto Nare","8","7","Pregrado","1"
"2024","2","M","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Huila","Garzón","8","8","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Carepa","8","8","Pregrado","2"
"2024","2","M","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Huila","Garzón","9","6","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Caucasia","8","0","Pregrado","2"
"2024","2","F","CIENCIAS AMBIENTALES","Colombia","Antioquia","Arboletes","8","8","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Córdoba","Buenavista","8","8","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","San Sebastián de Buenavista","6","6","Pregrado","1"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Armenia","8","8","Pregrado","2"
"2024","2","M","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Antioquia","Medellín","8","6","Pregrado","3"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Bolívar","Montecristo","7","1","Pregrado","1"
"2024","2","M","CIENCIAS AMBIENTALES","Colombia","Antioquia","Zaragoza","8","8","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Magdalena","Santa Ana","6","3","Pregrado","1"
"2024","2","F","CIENCIAS AMBIENTALES","Colombia","Antioquia","Medellín","7","7","Pregrado","3"
"2024","2","F","Licenciatura en Educación Básica Primaria","Colombia","Meta","Villavicencio","6","6","Pregrado","2"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS","Colombia","Córdoba","Tierralta","8","8","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS Y HOTELERAS","Colombia","Bolívar","Cartagena de Indias","7","7","Pregrado","1"
"2024","2","M","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Arboletes","8","0","Pregrado","1"
"2024","2","F","TECNOLOGIA EN GESTION CATASTRAL Y AGRIMENSURA","Colombia","Antioquia","Sopetrán","8","0","Pregrado","2"
"2024","2","M","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Antioquia","Itagüí","8","8","Pregrado","2"
"2024","2","M","TECNOLOGÍA EN GESTIÓN COMERCIAL AGROEMPRESARIAL","Colombia","Atlántico","Repelón","5","3","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Tarazá","8","1","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Betania","8","8","Pregrado","1"
"2024","2","M","TECNOLOGÍA EN DESARROLLO COMUNITARIO","Colombia","Magdalena","Plato","5","5","Pregrado","2"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Andes","8","0","Pregrado","2"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Antioquia","Santa Bárbara","8","0","Pregrado","1"
"2024","2","M","Ingeniería de Software y Datos","Colombia","Antioquia","Medellín","5","5","Pregrado","2"
"2024","2","M","TRABAJO SOCIAL","Colombia","Magdalena","Chivolo","6","4","Pregrado","1"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS","Colombia","Nariño","Barbacoas","8","8","Pregrado","2"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","El Santuario","5","5","Pregrado","2"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Necoclí","5","4","Pregrado","1"
"2024","2","F","CIENCIAS AMBIENTALES","Colombia","Antioquia","Venecia","8","3","Pregrado","3"
"2024","2","M","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Caldas","Manizales","6","4","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Magdalena","Chivolo","7","7","Pregrado","2"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Santa Bárbara de Pinto","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Plato","5","4","Pregrado","2"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Ciénaga","6","6","Pregrado","2"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Santa Ana","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","La Guajira","Maicao","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Pijiño del Carmen","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Fundación","6","6","Pregrado","1"
"2024","2","M","TRABAJO SOCIAL","Colombia","Magdalena","Puebloviejo","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Atlántico","Barranquilla","5","5","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Boyacá","San Miguel de Sema","6","6","Pregrado","1"
"2024","2","M","TRABAJO SOCIAL","Colombia","Magdalena","San Sebastián de Buenavista","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Salamina","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Sucre","San Marcos","6","6","Pregrado","2"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Santa Ana","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Bolívar","San Fernando","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Sitionuevo","6","5","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","El Banco","6","0","Pregrado","2"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Caldas","La Dorada","7","7","Pregrado","3"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Abejorral","8","8","Pregrado","1"
"2024","2","M","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Medellín","8","8","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Cesar","Pailitas","8","1","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Angostura","8","8","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Magdalena","El Banco","7","4","Pregrado","1"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Bolívar","Cartagena de Indias","8","5","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Pedraza","6","5","Pregrado","1"
"2024","2","M","TRABAJO SOCIAL","Colombia","Magdalena","El Piñón","6","0","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","El Retén","5","0","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Valle del Cauca","Santiago de Cali","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Remolino","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Envigado","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Aracataca","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Bolívar","Cicuco","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Tenerife","5","3","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Zona Bananera","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Plato","5","5","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Chivolo","5","1","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Tenerife","6","3","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Sucre","San Marcos","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Bolívar","Magangué","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Tenerife","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Tenerife","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Santa Ana","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Santa Ana","6","6","Pregrado","1"
"2024","2","M","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Antioquia","Fredonia","8","8","Pregrado","2"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Magdalena","Ciénaga","7","5","Pregrado","1"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Magdalena","El Banco","6","6","Pregrado","1"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Antioquia","Itagüí","7","6","Pregrado","3"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Magdalena","El Banco","8","8","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Amalfi","6","6","Pregrado","2"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Guamal","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Santa Ana","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Anorí","8","7","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Anorí","6","5","Pregrado","1"
"2024","2","M","TRABAJO SOCIAL","Colombia","Cauca","Bolívar","6","0","Pregrado","2"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Cáceres","6","6","Pregrado","2"
"2024","2","F","TRABAJO SOCIAL","Colombia","Norte de Santander","Ocaña","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Urrao","6","6","Pregrado","3"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","La Ceja","6","6","Pregrado","3"
"2024","2","M","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Caldas","Palestina","8","8","Pregrado","2"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Magdalena","Santa Ana","8","8","Pregrado","1"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Antioquia","Medellín","4","4","Pregrado","2"
"2024","2","M","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Antioquia","Medellín","8","8","Pregrado","1"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Caldas","Manizales","8","8","Pregrado","3"
"2024","2","M","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Antioquia","Apartadó","3","3","Pregrado","3"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Aracataca","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Medellín","6","6","Pregrado","2"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Aracataca","6","5","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Plato","6","6","Pregrado","2"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Santa Ana","5","4","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Medellín","6","6","Pregrado","3"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Fundación","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Fundación","5","5","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","El Retén","6","6","Pregrado","1"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Magdalena","Pivijay","7","0","Pregrado","1"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Magdalena","Ciénaga","8","0","Pregrado","1"
"2024","2","M","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Magdalena","Ciénaga","6","4","Pregrado","2"
"2024","2","F","TRABAJO SOCIAL","Colombia","Bolívar","Santa Cruz de Mompox","6","6","Pregrado","1"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS Y HOTELERAS","Colombia","Atlántico","Soledad","7","4","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS Y HOTELERAS","Colombia","Magdalena","Fundación","8","4","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS Y HOTELERAS","Colombia","Magdalena","Plato","7","7","Pregrado","1"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS Y HOTELERAS","Colombia","Magdalena","Santa Marta","7","7","Pregrado","1"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS Y HOTELERAS","Colombia","Magdalena","Remolino","8","6","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS Y HOTELERAS","Colombia","Magdalena","Fundación","8","8","Pregrado","1"
